,KOC HOLDING,KUNLUN ENERGY,OFFS.OIL ENGR. 'A' (SSC),MIRAE ASSET SECURITIES,FIRST FINANCIAL HOLDING,SINOLINK SECURITIES(SSC) 'A',BUMRUNGRAD HOSPITAL,APOLLO HOSPS.ENTERPRISE,MOUWASAT MEDICAL SVS.,SAMSUNG C&T,YUNNAN ENERGY NEW (SEC) MATERIALS 'A',BIDVEST GROUP,UNITED MICRO ELTN.,COMPAL ELECTRONICS,TOTVS ON,GAMUDA,PROMOTORA Y OPRD. INFRE.,BUDIMEX,AYALA,PHOENIX MILLS,CHINA OVERSEAS LAND INVESTMENT,YTL CORPORATION,GUANGDONG INVESTMENT,METLEN ENERGY & METALS
2019-07-12,17.98,5.163,5.36,7980,20.1,9.46,172,1363.25,45,93600,31.83,193.56,14.6,20.45,16.05,3.88,188.34,136,888.276,324.77,28.7,1.084,16.22,10.68
2019-07-15,17.98,5.128,5.39,7890,20.14,9.68,171,1385.7,45,93100,31.81,192.58,14.9,19.45,15.87,3.96,189.66,137,900.869,316.27,28.9,1.055,16.2,10.63
2019-07-16,18.23,5.163,5.41,7930,20.23,9.67,171,1390.2,45,94400,31.87,196.99,14,19.5,15.92,3.96,189.93,135.2,912.492,325.3,28.55,1.035,16.38,10.86
2019-07-17,18.36,5.256,5.38,7960,20.32,9.69,173,1383.8,44.95,93700,31.25,194.45,13.75,19.3,16,3.93,185.97,135,918.304,330.02,28.5,1.035,16.34,11.18
2019-07-18,18.81,5.085,5.32,7790,20.27,9.5,172.5,1388.05,44.7,92100,30.87,196,13.8,19.3,15.76,3.8,185.89,132.6,918.304,327.52,28.45,1.035,16.5,11.27
2019-07-19,18.96,5.199,5.38,7990,20.32,9.69,172.5,1373.45,44.45,93400,30.6,201.55,13.8,19.2,15.93,3.89,181.38,131.8,920.242,327.25,28.65,1.045,16.64,11.26
2019-07-22,18.7,5.078,5.3,7960,20.32,9.35,172,1364.65,44.95,93300,30.34,199.61,13.6,19.05,15.96,3.87,179.35,137,939.616,328.37,27.9,1.045,16.6,11.11
2019-07-23,19.13,5.114,5.3,8100,20.32,9.37,171.5,1366,45,95300,31.55,200.33,13.6,19.25,16,3.86,178.46,136,939.616,335.07,27.85,1.035,16.68,10.93
2019-07-24,19.3,5.121,5.38,8000,20.32,9.35,171.5,1335.45,44.25,94800,31.55,196.46,13.85,19.3,16.15,3.85,178.46,135.6,936.709,340.82,27.95,1.026,16.88,10.92
2019-07-25,19.1,5.185,5.34,7930,20.36,9.46,171.5,1343.6,44.85,92700,32.72,190.97,13.55,19.45,16.04,3.8,178.2,135.4,949.302,345.1,28.2,1.055,16.76,10.95
2019-07-26,19.07,5.057,5.35,7900,20.32,9.38,169.5,1363.05,44.95,94500,33.29,188,13.2,19.15,16.16,3.65,173.78,133,952.208,340.02,27.95,1.045,16.34,11.18
2019-07-29,19.09,5.014,5.4,7620,20.32,9.25,169.5,1365.85,45,92300,33.48,191.7,13.4,19.25,16.25,3.7,170.83,131.6,932.835,335.6,27.55,1.045,16.68,11.23
2019-07-30,18.67,4.993,5.38,7580,20.45,9.33,170.5,1333.6,45,91800,33.74,188,13.6,19.25,16.08,3.7,172.63,125,922.664,337.4,27.6,1.045,16.46,11.03
2019-07-31,18.72,4.879,5.4,7540,20.58,9.29,170.5,1351.6,43.75,91700,33.63,185.22,13.8,19.1,16.13,3.71,172.62,129,927.507,321.7,26.9,0.997,16.5,11.02
2019-08-01,18.68,4.993,5.33,7510,20.32,9.19,168.5,1365.55,43,91800,33.95,184.44,13.4,18.95,16.35,3.78,168.09,124,920.242,323.85,26.55,1.016,16.42,11.11
2019-08-02,18.17,4.851,5.22,7280,20.18,8.89,167.5,1310.2,44,90100,32.93,185.43,13.35,18.85,16.29,3.7,163.75,125.8,920.242,317.37,25.9,0.997,16.46,10.91
2019-08-05,18.02,4.68,5.19,7000,20.23,8.69,167,1301.65,43.25,87600,33.09,178.42,13.1,18.6,16.16,3.63,160.81,120.4,901.353,312.67,24.9,0.977,16.34,10.4
2019-08-06,18.3,4.631,5.1,7030,20.05,8.61,166.5,1340.25,43.7,85800,32.98,180.5,13,18.55,16.28,3.7,157.69,126.6,892.15,313.22,24.75,0.968,16.36,10.16
2019-08-07,17.82,4.716,5.1,6980,19.97,8.48,165.5,1314.65,44,84500,31.7,179,13.1,18.5,16.49,3.74,158,123,902.321,317.17,25.15,0.977,16.58,10.23
2019-08-08,18.19,4.773,5.15,7050,20.05,8.61,156.5,1334.4,44,84400,31.98,177.28,13.3,18.6,17.79,3.74,163.81,128,900.869,323.25,25.4,0.987,16.94,10.38
2019-08-09,18.05,4.687,5.15,7340,20.05,8.52,148.5,1358.8,44,85400,30.97,177.28,13.3,18.6,18.74,3.72,165.35,127.8,908.618,320.62,25.2,0.987,16.68,10.16
2019-08-12,18.05,4.673,5.34,7370,19.14,8.71,148.5,1358.8,44,89000,31.51,176.21,13,18.55,18.26,3.72,161.87,127.2,908.618,320.62,25.1,0.987,16.56,10.2
2019-08-13,18.05,4.602,5.36,7360,18.79,8.58,142.5,1322.5,44,88500,30.31,177.41,12.95,18.45,18.19,3.7,160.91,127.6,910.555,325.3,24.45,0.968,16.4,9.96
2019-08-14,18.05,4.567,5.38,7280,18.83,8.59,141.5,1360.2,44,87700,30.88,171.4,13.1,18.15,18.13,3.67,157.4,126.8,905.712,323.9,24.3,0.977,16.22,9.63
2019-08-15,17.72,4.545,5.34,7280,18.79,8.58,142.5,1360.2,44,87700,30.71,173.48,12.9,17.65,17.86,3.7,160.6,126.8,904.743,323.9,24.7,0.987,16.1,9.63
2019-08-16,18.01,4.574,5.33,7190,18.88,8.6,140.5,1470.6,43.9,87100,30.09,178.97,13.35,17.85,17.72,3.68,157.06,126.4,905.712,318.3,24.8,0.977,16.18,9.64
2019-08-19,17.37,4.737,5.4,7260,18.97,9.07,141.5,1483.95,44.4,89500,32.28,174,13.45,17.8,17.74,3.65,161.04,129.2,923.632,317.37,25.7,0.987,16.36,9.98
2019-08-20,17.58,4.801,5.3,7360,18.92,8.98,141,1475.1,44.4,89500,32.77,174.76,13.5,17.65,17.86,3.75,158.46,131,923.632,314.35,25.65,0.968,16.74,10.07
2019-08-21,17.5,4.787,5.16,7390,18.79,8.97,143,1466,44.45,90500,32.88,176.16,13.5,17.55,18.1,3.71,160.2,129.8,923.632,320.55,25.9,0.977,16.72,10.06
2019-08-22,17.37,4.837,5.19,7320,18.97,8.94,140.5,1451.1,44.9,88900,32.65,176.01,13.25,17.5,17.72,3.7,159.69,132,908.618,315.82,25.35,0.958,16.52,10.18
2019-08-23,17.88,4.829,5.22,7340,19.05,8.89,141,1440.85,44.2,91200,32.6,175.6,13.35,17.7,17.75,3.7,159.37,132.8,925.569,312.22,25.1,0.977,16.34,9.98
2019-08-26,17.74,4.602,5.16,7220,18.83,8.78,137.5,1461,44.65,90100,31.39,174.49,13,17.5,17.41,3.68,158.77,132.2,925.569,318.42,24.45,0.968,16.22,9.88
2019-08-27,17.42,4.687,5.16,7060,18.88,8.95,135.5,1475.55,46,90500,31.49,173.05,13.05,17.6,17.29,3.63,161.91,132.6,908.134,348.27,24.6,0.948,16.12,9.75
2019-08-28,17.39,4.829,5.2,7140,18.83,8.96,137.5,1521.4,44.5,91300,31.08,177.54,13.15,17.65,17.53,3.54,161.79,132,917.336,341.9,24.9,0.948,16.14,9.93
2019-08-29,17.49,4.851,5.29,7120,18.83,8.87,140,1518.35,42.5,87600,30.44,172.63,13.2,17.8,17.69,3.55,168.46,130.4,905.712,342.62,24.85,0.944,16.44,10.05
2019-08-30,17.49,4.851,5.34,7440,19.1,8.78,138.5,1508.15,41.55,86400,29.95,178.7,13.45,17.95,17.92,3.6,167.78,131,896.025,348,24.8,0.968,16.52,10.1
2019-09-02,17.78,4.794,5.36,7400,19.1,8.94,137,1508.15,41.95,86600,30.38,182.96,13.35,18.05,17.96,3.6,167.02,131.6,892.15,348,24.8,0.968,16.6,9.97
2019-09-03,18,4.787,5.3,7190,18.97,8.9,134.5,1493.45,41.3,86200,30.45,183.29,13.2,17.9,17.49,3.41,165.99,131.6,871.808,342.65,24.55,0.953,16.62,9.98
2019-09-04,18.1,4.879,5.37,7280,19.05,9,134,1496.9,42.15,87100,30.39,185.78,13.6,18,17.82,3.52,172.63,134.8,864.059,335.07,25.65,0.948,16.26,10
2019-09-05,18.38,4.964,5.4,7310,19.1,9.22,136.5,1497,42,87200,30.8,191.38,13.6,18.1,17.92,3.47,175.06,136.8,876.651,326.7,25.6,0.948,16.16,10.2
2019-09-06,18.02,4.9,5.41,7300,19.14,9.25,136.5,1500.2,42.85,87300,30.27,191.77,13.55,18.2,17.76,3.5,177.55,144,872.292,341.67,25.7,0.939,16.18,9.98
2019-09-09,18.12,4.872,5.47,7330,19.23,9.39,140,1494.1,42.6,87300,31.73,194.25,13.6,18.25,16.93,3.5,173.73,140,878.589,347.6,25.35,0.939,16.42,9.91
2019-09-10,18.28,4.858,5.52,7390,19.54,9.45,139,1494.1,42.25,88800,31.9,195.69,13.6,18.1,17.11,3.5,177.7,139.2,872.777,347.6,25.55,0.944,16.3,9.89
2019-09-11,18.56,4.879,5.42,7520,19.54,9.49,142,1497.2,42.4,88800,31.86,197.65,13.7,18.2,17.72,3.62,176.65,140,875.683,348.45,26.1,0.948,16.3,9.87
2019-09-12,18.45,4.872,5.43,7520,19.54,9.54,139,1458.75,42.75,88800,31.76,198.71,13.7,18.4,17.76,3.58,176.73,138.2,880.527,348.02,25.8,0.944,16.26,9.74
2019-09-13,18.42,4.858,5.43,7520,19.54,9.54,138.5,1458.15,42.85,88800,31.76,199.52,13.7,18.4,17.63,3.63,176.78,140.4,879.557,349.05,26.45,0.944,16.24,9.86
2019-09-16,18.72,4.922,5.73,7790,19.63,9.42,136.5,1435.85,43.05,90600,32.29,207.3,13.6,18.35,17.74,3.63,176.78,138.6,878.589,361,26.25,0.944,16.34,9.92
2019-09-17,18.32,4.865,5.65,7730,19.72,9.14,134,1415.05,42.5,91500,31.57,205.74,13.55,18.3,17.95,3.6,176.23,130,876.651,347.52,25.4,0.944,16.34,9.87
2019-09-18,18.25,4.915,5.48,7820,19.76,9.08,132.5,1433.9,43.5,90500,31.44,203,13.55,18.3,18.02,3.55,174.22,131.6,871.808,363.87,25.55,0.939,16.28,10.1
2019-09-19,18.15,5.057,5.47,7660,19.76,9.18,132.5,1412.7,44.05,91200,30.97,199.2,13.6,18.2,18.49,3.55,175.13,132.8,871.808,356.37,25.2,0.948,16.08,10.01
2019-09-20,18.07,4.908,5.57,7720,19.9,9.19,127,1469.35,43.15,92200,32.12,191.17,13.8,18.05,18.8,3.55,177.97,131,866.965,358.3,25.2,0.91,15.68,10.17
2019-09-23,17.99,4.837,5.72,7630,19.72,9.04,125.5,1470.5,43.15,91300,31.83,193.05,13.7,18.15,18.95,3.55,179.59,129.6,861.153,364.95,24.9,0.915,15.84,10
2019-09-24,18.54,4.815,5.62,7670,19.68,9.04,126,1453.1,43.4,92000,33.02,193.05,13.65,18.3,19.1,3.56,178.3,129,871.808,355.47,24.9,0.915,16,9.99
2019-09-25,18.62,4.808,5.49,7530,19.63,9.01,126,1427.55,43.35,90900,33.13,188.56,13.6,18.1,18.83,3.64,176.51,132,879.557,358.82,24.7,0.91,15.8,9.76
2019-09-26,18.7,4.851,5.42,7540,19.5,8.83,128,1429.2,43.5,90700,32.82,194.06,13.6,18.05,19.09,3.65,177.44,128,871.808,357.52,24.75,0.905,15.64,9.81
2019-09-27,19.14,4.758,5.41,7460,19.37,8.85,128,1400.55,43.55,88900,32.65,192.16,13.4,17.9,19.29,3.56,176.76,126.2,865.028,343.9,24.55,0.905,15.46,9.66
2019-09-30,18.91,4.794,5.39,7500,19.37,8.71,128,1395.5,43.9,89700,33.35,190.81,13.4,17.9,19.2,3.7,176.94,125.4,856.793,348.72,24.65,0.89,15.34,9.57
2019-10-01,18.75,4.794,5.39,7520,19.59,8.71,127,1369.25,44.5,90100,33.35,191.94,13.65,18.1,19.44,3.7,176.02,128.6,851.95,347.65,24.65,0.89,15.34,9.48
2019-10-02,18.84,4.815,5.39,7360,19.5,8.71,127,1369.25,45,87900,33.35,186.93,13.5,17.95,19.22,3.66,174.65,125.4,829.187,347.65,24.6,0.9,15.3,9.2
2019-10-03,18.8,4.702,5.39,7360,19.37,8.71,126.5,1379.1,44,87900,33.35,189.8,13.4,17.9,19.95,3.6,174.5,125,821.437,347.82,24.9,0.89,15.6,9.23
2019-10-04,18.78,4.673,5.39,7260,19.54,8.71,122.5,1400.45,44,87900,33.35,193,13.45,17.9,19.78,3.6,178.96,127,813.688,352.47,25.05,0.905,15.72,9.35
2019-10-07,19.1,4.673,5.39,7210,19.45,8.71,122.5,1410.65,43.4,89000,33.35,191.4,13.35,17.8,19.55,3.62,177.74,127,823.375,358.25,25.05,0.895,15.72,9.51
2019-10-08,19.23,4.666,5.47,7290,19.63,8.7,124.5,1410.65,44.5,89800,33.67,190.98,13.35,17.85,19.52,3.67,179.92,128.8,837.904,358.25,25.2,0.934,15.88,9.44
2019-10-09,18.41,4.581,5.47,7290,19.41,8.74,124.5,1425.05,43.5,89800,35.04,193.13,13.15,17.7,19.56,3.7,178.7,125.6,835.967,356.97,25.15,0.919,15.84,9.49
2019-10-10,18.23,4.567,5.71,7170,19.41,8.76,123.5,1412.25,42.95,88500,34.99,197.65,13.15,17.7,19.23,3.76,177.98,126.8,834.03,348.97,25.25,0.905,16.14,9.49
2019-10-11,18.24,4.638,5.9,7260,19.41,8.86,124,1448.1,42.2,90800,34.3,197.94,13.15,17.7,19.12,3.75,177.98,130,842.748,347.5,25.9,0.924,16.52,9.64
2019-10-14,17.6,4.68,5.94,7440,19.59,8.97,124,1451.75,42.15,91700,34.58,198.94,13.5,17.9,19.09,3.77,179.84,129,850.013,347.07,26,0.929,16.32,9.66
2019-10-15,17.65,4.581,5.98,7360,19.59,8.84,122,1483.75,42.7,92100,33.28,199.41,13.7,17.8,18.94,3.79,181.82,127,850.981,347.3,25.75,0.919,16.44,9.7
2019-10-16,17.6,4.56,5.93,7430,19.63,8.74,123.5,1483.2,42.35,92300,33.01,203.87,13.75,17.85,18.95,3.79,182.75,126,850.497,347.72,25.8,0.929,16.4,9.66
2019-10-17,17.96,4.723,5.94,7300,19.63,8.74,125,1487.3,42,93200,33.06,204.14,13.8,17.9,19.1,3.77,181.14,126,837.904,350.32,26.2,0.919,16.48,9.81
2019-10-18,18.35,4.787,5.86,7240,19.59,8.59,123,1507.85,41.75,92300,32.99,205.5,13.95,17.9,18.9,3.77,180.15,124.2,828.702,360.6,26.2,0.91,16.62,9.84
2019-10-21,17.85,4.95,5.83,7180,19.72,8.56,116.5,1507.85,41.3,93000,32,209.7,13.9,18.1,18.69,3.76,179.4,121.6,833.061,360.6,26.6,0.91,16.6,9.86
2019-10-22,18.2,5.043,5.77,7240,19.76,8.58,120,1519.4,42.25,92800,32.06,209.88,14,18.1,19.02,3.76,179.4,121,843.232,366.77,26.3,0.919,16.74,10.01
2019-10-23,18.51,5.028,5.65,7260,19.54,8.55,120,1513.75,42.5,95000,31.6,209.06,14.05,18.25,19.42,3.75,183.36,122,838.389,362.4,25.75,0.905,16.56,9.95
2019-10-24,18.7,5.256,5.61,7210,19.72,8.58,120.5,1536.8,42.55,94600,32.39,207.21,14.55,18.25,19.29,3.66,184.06,123,837.904,367.1,25.15,0.905,16.78,9.8
2019-10-25,18.74,5.298,5.64,7260,19.81,8.69,112,1519.35,42.6,95500,32.21,207.94,14.4,18.3,19.2,3.67,183.34,123,822.406,361.45,25.2,0.885,16.74,9.97
2019-10-28,18.67,5.185,5.64,7220,19.81,8.81,122,1529.65,42.75,97400,32.9,210.88,14.25,18.3,19.38,3.67,183.05,125,833.061,366.7,25.3,0.885,17.04,9.97
2019-10-29,18.67,5.085,5.69,7200,19.81,8.63,119,1431,42.6,98500,33.4,211.91,14.5,18.25,20.62,3.69,183.25,130,837.904,365.97,25.3,0.866,17.2,9.8
2019-10-30,18.74,5.085,5.89,7170,19.85,8.52,119.5,1461.95,42.45,97300,33.9,207.83,14.4,18.2,21.03,3.63,180.94,131.8,837.904,359.3,24.85,0.861,16.98,9.66
2019-10-31,18.73,5.192,6.03,7150,19.85,8.51,120.5,1484.8,41,100000,33.88,206.06,14,18.2,20.71,3.74,177.94,132,833.061,360,24.8,0.842,17,9.81
2019-11-01,18.53,5.305,6.11,7110,19.99,8.58,119.5,1460,41.05,101000,33.72,208.91,14.5,18.2,21.05,3.63,178.17,132,833.061,359.05,25.3,0.852,17,9.84
2019-11-04,19.11,5.369,6.15,7420,20.16,8.58,126,1414.75,41.5,104000,33.99,210.86,14.65,18.5,20.59,3.67,178.18,135,836.936,359.65,26.05,0.861,17.3,9.8
2019-11-05,19.19,5.412,6.25,7590,20.21,8.65,125.5,1414.95,43.35,103500,35.2,215.93,14.5,19.05,19.92,3.68,176.91,136,849.529,352.62,27.1,0.881,17.14,9.87
2019-11-06,19.34,5.312,6.26,7450,20.21,8.54,128.5,1413.9,43.05,104000,37.48,218.06,14.5,18.7,20.46,3.61,182.46,136.2,834.999,350,27.4,0.861,16.98,9.8
2019-11-07,19.85,5.348,6.33,7440,20.21,8.6,129.5,1463.9,42.45,103000,37.45,216.46,14.25,18.7,20.31,3.7,184.1,134.2,839.842,357.77,27.45,0.881,17.22,9.82
2019-11-08,19.85,5.241,6.29,7540,20.25,8.57,131.5,1418.6,42.5,102500,36.91,215,14.25,18.8,20.28,3.77,184.46,137,821.921,365.87,27.1,0.881,17,9.81
2019-11-11,19.97,5.099,6.22,7450,20.25,8.34,130.5,1419,42.1,102000,36.1,215.46,14.25,18.65,20.68,3.77,184.06,137,829.187,371.12,26.3,0.885,17,9.77
2019-11-12,19.9,5.071,6.25,7300,20.25,8.32,128.5,1419,41.9,102000,35.72,216.38,14.3,18.45,20.59,3.79,183.8,138,813.688,371.12,26.5,0.871,16.98,9.86
2019-11-13,20.08,4.972,6.23,7220,20.08,8.2,129,1388.65,41.25,100500,35.56,214.4,14.2,18.3,20.52,3.76,184.2,137,798.189,362.65,25.9,0.876,16.98,9.85
2019-11-14,20.16,4.929,6.18,7310,20.08,8.22,128,1419.15,41.35,102500,36.2,215,14.5,18.5,20.98,3.85,183.52,139.2,792.376,355.9,25.7,0.861,17.02,9.89
2019-11-15,20.54,4.908,6.05,7500,20.08,8.16,128.5,1397.25,41.45,104000,35.15,214.93,14.3,18.55,20.98,3.83,184,141,804.001,356.7,25.6,0.861,16.8,9.8
2019-11-18,20.82,4.929,6.28,7370,20.25,8.26,129.5,1403.95,41.3,104000,36.76,214.05,14.5,18.9,21.4,3.83,184,145.4,797.704,366.8,26.1,0.871,16.9,9.88
2019-11-19,20.84,4.936,6.24,7360,20.34,8.33,132,1410.95,41.5,103000,38.94,218.65,14.55,18.9,21.79,3.8,183.91,147.6,801.095,367.87,26.5,0.866,16.94,9.91
2019-11-20,20.6,4.879,6.23,7360,20.34,8.2,130.5,1421.55,41.55,102500,39.01,221.39,14.75,19,21.79,3.83,185.43,147.2,798.189,354.3,26.6,0.866,17.08,9.85
2019-11-21,20.56,4.794,6.17,7250,20.12,8.22,131.5,1455.45,41.65,101000,39.5,220.5,14.65,18.9,22.15,3.83,184.8,145.4,785.596,360.57,26.2,0.861,16.74,9.81
2019-11-22,20.48,4.865,6.59,7270,20.34,8.22,129.5,1451.6,41,101500,39.2,216.5,14.6,18.9,21.69,3.85,189.64,149,799.157,357.3,26.65,0.861,16.68,9.81
2019-11-25,20.02,4.908,6.64,7350,20.25,8.29,130.5,1450.35,41.55,104000,40.43,213.54,15,18.9,21.76,3.84,189.59,156.8,794.314,387.85,27.05,0.861,16.36,9.78
2019-11-26,19.66,4.801,6.63,7360,20.43,8.3,130,1458.4,41.5,102000,40.05,206.87,15.2,18.75,21.63,3.7,188.24,155,759.926,380.4,26.6,0.827,16.36,9.8
2019-11-27,19.9,4.829,6.9,7300,20.43,8.22,134.5,1463.95,41.85,101500,41.41,208.09,15.2,18.7,21.83,3.72,186.96,158.4,776.878,375.42,26.8,0.823,16.52,9.81
2019-11-28,20.16,4.808,6.89,7340,20.43,8.18,135.5,1444.5,41.8,101500,41.7,203.53,15.1,18.9,21.77,3.78,186.91,160.4,779.3,371.55,26.8,0.823,16.48,9.84
2019-11-29,20.02,4.709,6.98,7230,20.39,8.22,135.5,1441.2,41.25,98900,41.3,202.97,14.95,18.8,21.51,3.76,186.94,159,780.753,376.3,26.25,0.808,16.18,10.1
2019-12-02,20.7,4.666,6.97,7280,20.34,8.22,135,1416.25,40.9,100500,40.41,197.89,15.1,18.7,21.11,3.68,185.64,162.8,814.656,376.15,26.95,0.808,16.46,10.04
2019-12-03,20.16,4.794,7.04,7260,20.43,8.28,136.5,1404.4,41.3,101500,40.08,195.35,15.35,18.8,20.78,3.65,183.61,163.8,805.454,373.37,27.55,0.803,16.46,9.8
2019-12-04,19.89,4.723,7.03,7360,20.43,8.25,133,1470.25,41.2,102500,40.42,196.97,15.85,18.85,21.23,3.65,183.49,164.4,804.001,383.77,26.7,0.798,16.38,9.85
2019-12-05,19.95,4.794,6.93,7280,20.34,8.34,133,1483.2,41.25,100500,43.75,192.7,16.55,18.9,21.38,3.76,184.2,163,804.001,377.65,26.9,0.798,16.54,9.73
2019-12-06,20.14,4.886,6.96,7240,20.39,8.38,131,1465,41.7,101000,43.75,192.88,16.2,18.85,21.75,3.7,184.46,160,802.063,375.97,27.2,0.798,16.38,9.63
2019-12-09,19.96,4.851,6.72,7300,20.43,8.37,137.5,1411.8,42,99800,42.9,192.27,16.25,18.9,21.63,3.66,185.75,160,787.533,378.22,27.75,0.808,16.28,9.47
2019-12-10,19.63,4.794,6.75,7390,20.43,8.37,137.5,1373.95,41.6,100500,42.86,191.98,16.45,18.75,21.56,3.78,185.62,162.8,789.47,376.47,28.45,0.827,16.06,9.55
2019-12-11,19.85,4.794,6.74,7410,20.39,8.44,139,1390.45,41.5,101000,43.18,194.55,16.25,18.7,21.53,3.8,188.05,173,765.254,382.07,28.95,0.837,16.18,9.79
2019-12-12,20.26,4.844,6.72,7460,20.52,8.38,142.5,1385.5,42.5,102500,42.92,194,16.6,18.75,22.28,3.8,188.05,172,753.629,376.82,28.8,0.832,16.38,9.81
2019-12-13,20.44,4.872,6.71,7720,20.7,8.68,142.5,1353,42.25,104000,44.7,202,16.6,18.85,22.84,3.78,196.93,178,757.505,382.42,29.2,0.827,16.66,9.8
2019-12-16,20.16,4.879,6.74,7600,20.61,8.8,138,1370.55,42.4,104000,45.22,202,16.65,18.85,22.61,3.89,204.61,176.2,728.444,392.4,29.15,0.832,16.48,9.63
2019-12-17,19.8,4.986,6.78,7640,20.96,9.06,139,1363.65,42.8,103000,46.89,206.01,17,19,22.58,3.9,199.61,170.6,736.194,386.62,29.05,0.832,16.58,9.9
2019-12-18,19.96,5.014,6.67,7620,21.23,9.06,140.5,1384.85,42.75,103000,45.9,207.43,16.8,19,22.51,3.93,199.63,168,734.256,387.82,28.9,0.837,16.54,9.9
2019-12-19,19.77,4.95,6.57,7720,21.32,9.04,141,1396.4,43.6,107500,46.41,210.16,16.7,18.95,22.61,3.88,198.31,167,731.35,383.62,29,0.808,16.3,9.8
2019-12-20,19.7,4.943,6.55,7740,21.23,9.07,142.5,1379.2,43.1,108500,46.6,205.83,16.7,19,22.76,3.94,198.09,169,755.083,383.47,29.6,0.818,16.42,9.63
2019-12-23,20.1,4.915,6.49,7750,21.28,8.82,145.5,1386.25,44.4,109000,45.92,203.16,16.55,19,22.5,3.94,196.47,171,754.599,381.27,29.75,0.813,16.42,9.81
2019-12-24,20.04,4.858,6.7,7700,21.19,8.93,148.5,1375.45,44.35,108000,48.1,202.9,16.55,18.95,22.5,3.93,197.46,171,754.599,390.47,29.5,0.823,16.48,9.81
2019-12-25,19.91,4.858,6.93,7700,21.19,8.94,147,1375.45,44.5,108000,50.03,202.9,16.65,18.95,22.5,3.93,197.46,171,754.599,390.47,29.5,0.823,16.48,9.81
2019-12-26,19.97,4.858,6.9,7780,21.19,9.15,146,1379.6,44.75,106500,49.7,202.9,16.55,19,22.28,3.89,198.11,171,774.941,403.5,29.5,0.847,16.48,9.81
2019-12-27,19.99,4.893,6.81,7700,21.28,8.99,145,1418.1,44.15,109000,50,206.45,16.7,19,21.55,3.88,197.05,171,760.895,421.87,30.1,0.871,16.38,9.79
2019-12-30,20.16,4.9,7.18,7550,21.28,9.34,147,1418.9,44,108500,51.68,208.65,16.55,18.95,21.46,3.85,193.51,172,760.895,419.42,30.1,0.919,16.3,9.84
2019-12-31,20.32,4.886,7.38,7550,21.05,9.3,147,1442,44,108500,50.5,204.77,16.45,18.85,21.46,3.9,193.54,172,760.895,416.35,30.35,0.948,16.3,9.78
2020-01-01,20.32,4.886,7.38,7550,21.05,9.3,147,1426.35,44.1,108500,50.5,204.77,16.45,18.85,21.46,3.9,193.54,172,760.895,421.92,30.35,0.948,16.3,9.78
2020-01-02,20.38,5,7.68,7450,21.05,9.4,146.5,1494.65,43.75,107500,50.95,205.5,16.55,18.85,22.99,3.9,196.82,177.8,745.88,419.37,30.7,0.997,16.38,9.94
2020-01-03,20.3,4.993,7.68,7560,21.19,9.4,141.5,1486.1,42.15,107500,53.88,205.63,16.3,18.9,23.48,4.07,200.34,185.6,751.692,428.5,29.95,0.977,16.1,9.87
2020-01-06,20.08,4.986,8.01,7400,21.05,9.34,138.5,1462.5,42.65,106000,56.53,203.05,16.05,18.9,22.95,4.03,198.25,185.6,760.41,431.4,29.5,0.944,16.12,9.87
2020-01-07,19.93,5.028,7.86,7420,20.92,9.39,141.5,1478.7,42.85,108000,56.83,204.08,16,18.75,23.04,4.03,199.06,186,774.941,429.1,29.5,0.91,16.06,9.95
2020-01-08,19.94,4.993,7.89,7270,20.65,9.13,140.5,1473.65,42.3,105000,55.41,204.93,15.75,18.6,22.73,4.05,204.42,185.4,765.254,426.6,29.9,0.915,16.08,9.76
2020-01-09,20.42,5.014,7.85,7360,20.88,9.26,140.5,1479.6,43.25,106500,55.78,216.5,16.05,18.8,23.11,4,202.19,182.8,769.613,434.7,29.95,0.977,16.04,9.81
2020-01-10,20.54,5.007,7.77,7400,20.96,9.28,140.5,1485.9,43.5,107000,56.32,214.39,16.15,18.75,22.94,4,202.87,186.2,770.097,441.22,29.7,0.953,16.06,9.75
2020-01-13,20.8,5.05,7.75,7450,21.23,9.39,140,1483.45,43.5,109000,57.1,214.76,16.05,18.9,23.16,3.99,202.28,185,770.097,434.6,29.65,0.968,16.22,9.81
2020-01-14,20.94,4.979,7.8,7750,21.32,9.27,142.5,1493.3,43.35,107000,55.43,218.65,16.25,18.95,23.16,3.99,203.25,184.4,769.613,428.42,29.6,0.958,16.5,9.93
2020-01-15,20.86,4.986,7.87,7710,21.32,9.25,145.5,1511.95,42,107000,55.16,222.09,16.15,19,23.22,3.9,199.3,186.6,765.254,429.52,29.45,0.948,16.54,9.9
2020-01-16,20.58,4.964,7.79,7690,21.32,9.18,146,1591.55,42.85,108000,55.66,221.22,16.15,18.95,23.22,4.05,202.34,187,769.613,437.75,30.3,0.944,16.7,9.93
2020-01-17,21.14,4.957,7.88,7700,21.63,9.18,145,1618.6,43.2,107500,55.5,224.7,16,19,24.06,4.1,205.11,188,777.847,437.05,29.65,0.948,16.78,10.1
2020-01-20,21.5,4.837,7.8,7720,21.81,9.31,143.5,1629.55,43.2,112000,57.22,223.55,16.05,19.1,24.23,4.11,205,190,726.507,440.47,28.85,0.953,16.78,10.33
2020-01-21,21.4,4.787,7.75,7600,21.81,9.16,141,1626.2,42.7,110000,58.17,222.38,16.05,19.1,24.01,4.12,206.73,190,692.603,447.82,27.85,0.953,16.68,10.33
